var_yr,var_scope,var_grade,var_key,var_schoolType,var_ethnic,population,var_type,metrics_new,estimated,notes
2021,usa,k8_5to8th,cs_interested,NA,black_hispanic,0.0103,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_5to8th,cs_interested,NA,white_asian,0.0115,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_5to8th,cs_interested,NA,black,0.0051,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_5to8th,cs_interested,NA,hispanic,0.0052,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_5to8th,cs_interested,NA,white,0.0054,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_5to8th,cs_interested,NA,asian,0.0061,prob,2021___usa___k8_5to8th___cs_interested,,
2021,usa,k8_8th,math_advc,NA,all,344200,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,black_hispanic,44200,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,white_asian,300000,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,black,11200,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,hispanic,33000,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,white,234000,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_advc,NA,asian,66000,count,2021___usa___k8_8th___math_advc,,
2021,usa,k8_8th,math_algebra_pass,NA,black,62252,count,2021___usa___k8_8th___math_algebra_pass,,
2021,usa,k8_8th,math_algebra_pass,NA,hispanic,85510,count,2021___usa___k8_8th___math_algebra_pass,,
2021,usa,k8_8th,math_algebra_pass,NA,white,380133,count,2021___usa___k8_8th___math_algebra_pass,,
2021,usa,k8_8th,math_algebra_pass,NA,asian,49157,count,2021___usa___k8_8th___math_algebra_pass,,
2021,usa,k8_8th,math_prof&abov,NA,all,1183800,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,black_hispanic,281800,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,white_asian,902000,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,black,72800,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,hispanic,209000,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,white,774000,count,2021___usa___k8_8th___math_prof&abov,,
2021,usa,k8_8th,math_prof&abov,NA,asian,128000,count,2021___usa___k8_8th___math_prof&abov,,
2022,city_chi,age_5to17,popul,cps,black,776467,count,2022___city_chi___age_5to17__popul___cps,,
2022,city_chi,age_5to17,popul,cps,white,899235,count,2022___city_chi___age_5to17__popul___cps,,
2022,city_chi,age_5to17,popul,cps,asian,182202,count,2022___city_chi___age_5to17__popul___cps,,
2022,city_chi,age_5to17,popul,cps,hispanic,772735,count,2022___city_chi___age_5to17__popul___cps,,
2022,city_chi,hs_10th,popul,cps,all,26053,count,2022___city_chi___hs_10th___popul___cps,,
2022,city_chi,hs_10th,popul,cps,black,9608,count,2022___city_chi___hs_10th___popul___cps,,
2022,city_chi,hs_10th,popul,cps,hispanic,13039,count,2022___city_chi___hs_10th___popul___cps,,
2022,city_chi,hs_10th,popul,cps,white,2404,count,2022___city_chi___hs_10th___popul___cps,,
2022,city_chi,hs_10th,popul,cps,asian,1002,count,2022___city_chi___hs_10th___popul___cps,,
2022,city_chi,hs_11th,popul,cps,all,26118,count,2022___city_chi___hs_11th___popul___cps,,
2022,city_chi,hs_11th,popul,cps,black,9535,count,2022___city_chi___hs_11th___popul___cps,,
2022,city_chi,hs_11th,popul,cps,hispanic,12869,count,2022___city_chi___hs_11th___popul___cps,,
2022,city_chi,hs_11th,popul,cps,white,2623,count,2022___city_chi___hs_11th___popul___cps,,
2022,city_chi,hs_11th,popul,cps,asian,1091,count,2022___city_chi___hs_11th___popul___cps,,
2022,city_chi,hs_12th,popul,cps,all,24694,count,2022___city_chi___hs_12th___popul___cps,,
2022,city_chi,hs_12th,popul,cps,black,8775,count,2022___city_chi___hs_12th___popul___cps,,
2022,city_chi,hs_12th,popul,cps,hispanic,12397,count,2022___city_chi___hs_12th___popul___cps,,
2022,city_chi,hs_12th,popul,cps,white,2391,count,2022___city_chi___hs_12th___popul___cps,,
2022,city_chi,hs_12th,popul,cps,asian,1131,count,2022___city_chi___hs_12th___popul___cps,,
2022,city_chi,hs_9th,popul,cps,all,25552,count,2022___city_chi___hs_9th___popul___cps,,
2022,city_chi,hs_9th,popul,cps,black,9285,count,2022___city_chi___hs_9th___popul___cps,,
2022,city_chi,hs_9th,popul,cps,hispanic,12923,count,2022___city_chi___hs_9th___popul___cps,,
2022,city_chi,hs_9th,popul,cps,white,2306,count,2022___city_chi___hs_9th___popul___cps,,
2022,city_chi,hs_9th,popul,cps,asian,1038,count,2022___city_chi___hs_9th___popul___cps,,
2022,city_chi,hs_total,popul,cps,all,102417,count,2022___city_chi___hs_total___popul___cps,,
2022,city_chi,hs_total,popul,cps,black,37203,count,2022___city_chi___hs_total___popul___cps,,
2022,city_chi,hs_total,popul,cps,hispanic,51228,count,2022___city_chi___hs_total___popul___cps,,
2022,city_chi,hs_total,popul,cps,white,9724,count,2022___city_chi___hs_total___popul___cps,,
2022,city_chi,hs_total,popul,cps,asian,4262,count,2022___city_chi___hs_total___popul___cps,,
2022,city_chi,k8_4th,popul,cps,all,22252,count,2022___city_chi___k8_4th___popul___cps,,
2022,city_chi,k8_4th,popul,cps,black,8275,count,2022___city_chi___k8_4th___popul___cps,,
2022,city_chi,k8_4th,popul,cps,hispanic,10392,count,2022___city_chi___k8_4th___popul___cps,,
2022,city_chi,k8_4th,popul,cps,white,2501,count,2022___city_chi___k8_4th___popul___cps,,
2022,city_chi,k8_4th,popul,cps,asian,1084,count,2022___city_chi___k8_4th___popul___cps,,
2022,city_chi,k8_8th,popul,cps,all,25465,count,2022___city_chi___k8_8th___popul___cps,,
2022,city_chi,k8_8th,popul,cps,black,9376,count,2022___city_chi___k8_8th___popul___cps,,
2022,city_chi,k8_8th,popul,cps,hispanic,12500,count,2022___city_chi___k8_8th___popul___cps,,
2022,city_chi,k8_8th,popul,cps,white,2566,count,2022___city_chi___k8_8th___popul___cps,,
2022,city_chi,k8_8th,popul,cps,asian,1023,count,2022___city_chi___k8_8th___popul___cps,,
2022,city_chi,k8_total,popul,cps,all,205654,count,2022___city_chi___k8_total___popul___cps,,
2022,city_chi,k8_total,popul,cps,black,76478,count,2022___city_chi___k8_total___popul___cps,,
2022,city_chi,k8_total,popul,cps,hispanic,95809,count,2022___city_chi___k8_total___popul___cps,,
2022,city_chi,k8_total,popul,cps,white,23965,count,2022___city_chi___k8_total___popul___cps,,
2022,city_chi,k8_total,popul,cps,asian,9402,count,2022___city_chi___k8_total___popul___cps,,
2022,region_chi_msa,age_20to64,popul,NA,all,5438637,count,2022___region_chi_msa___age_20to64___popul,,
2022,region_chi_msa,age_20to64,popul,NA,black,905408,count,2022___region_chi_msa___age_20to64___popul,,
2022,region_chi_msa,age_20to64,popul,NA,hispanic,1212984,count,2022___region_chi_msa___age_20to64___popul,,
2022,region_chi_msa,age_20to64,popul,NA,white,2888593,count,2022___region_chi_msa___age_20to64___popul,,
2022,region_chi_msa,age_20to64,popul,NA,asian,431652,count,2022___region_chi_msa___age_20to64___popul,,
2022,region_chi_msa,emp,total_degree_holder,NA,all,2954160,count,2022___region_chi_msa___emp___total_degree_holder,,
2022,region_chi_msa,emp,total_degree_holder,NA,black,350308,count,2022___region_chi_msa___emp___total_degree_holder,,
2022,region_chi_msa,emp,total_degree_holder,NA,hispanic,255494,count,2022___region_chi_msa___emp___total_degree_holder,,
2022,region_chi_msa,emp,total_degree_holder,NA,white,2007922,count,2022___region_chi_msa___emp___total_degree_holder,,
2022,region_chi_msa,emp,total_degree_holder,NA,asian,340436,count,2022___region_chi_msa___emp___total_degree_holder,,
2022,state_il,age_18to24,popul,NA,all,1151971,count,2022___state_il___age_18to24___popul,,
2022,state_il,age_18to24,popul,NA,black,185882,count,2022___state_il___age_18to24___popul,,
2022,state_il,age_18to24,popul,NA,hispanic,261730,count,2022___state_il___age_18to24___popul,,
2022,state_il,age_18to24,popul,NA,white,633474,count,2022___state_il___age_18to24___popul,,
2022,state_il,age_18to24,popul,NA,asian,70885,count,2022___state_il___age_18to24___popul,,
2022,state_il,col,total_enrol,NA,black,27966,count,2022___state_il___col___total_enrol,,
2022,state_il,col,total_enrol,NA,hispanic,51271,count,2022___state_il___col___total_enrol,,
2022,state_il,col,total_enrol,NA,white,130509,count,2022___state_il___col___total_enrol,,
2022,state_il,col,total_enrol,NA,asian,23305,count,2022___state_il___col___total_enrol,,
2022,state_il,col,total_enrol,NA,all,233051,count,2022___state_il___col___total_enrol,,
2022,state_il,hs_12th,popul,NA,all,139687,count,2022___state_il___hs_12th___popul,,
2022,state_il,hs_12th,popul,NA,black,24193,count,2022___state_il___hs_12th___popul,,
2022,state_il,hs_12th,popul,NA,hispanic,39877,count,2022___state_il___hs_12th___popul,,
2022,state_il,hs_12th,popul,NA,white,68100,count,2022___state_il___hs_12th___popul,,
2022,state_il,hs_12th,popul,NA,asian,7517,count,2022___state_il___hs_12th___popul,,
2022,state_il,hs_total,popul,NA,all,572429,count,2022___state_il___hs_total___popul,,
2022,state_il,hs_total,popul,NA,black,99141,count,2022___state_il___hs_total___popul,,
2022,state_il,hs_total,popul,NA,hispanic,163414,count,2022___state_il___hs_total___popul,,
2022,state_il,hs_total,popul,NA,white,279068,count,2022___state_il___hs_total___popul,,
2022,state_il,hs_total,popul,NA,asian,30806,count,2022___state_il___hs_total___popul,,
2022,usa,age_20to64,popul,NA,all,185445419,count,2022___usa___age_20to64___popul,,
2022,usa,age_20to64,popul,NA,black,25187271,count,2022___usa___age_20to64___popul,,
2022,usa,age_20to64,popul,NA,hispanic,34381798,count,2022___usa___age_20to64___popul,,
2022,usa,age_20to64,popul,NA,white,113281506,count,2022___usa___age_20to64___popul,,
2022,usa,age_20to64,popul,NA,asian,12594844,count,2022___usa___age_20to64___popul,,
2022,usa,age_5to17,popul,NA,black,6897000,count,2022___usa___age_5to17__popul,,
2022,usa,age_5to17,popul,NA,hispanic,13128000,count,2022___usa___age_5to17__popul,,
2022,usa,age_5to17,popul,NA,white,25946000,count,2022___usa___age_5to17__popul,,
2022,usa,age_5to17,popul,NA,asian,2526000,count,2022___usa___age_5to17__popul,,
2022,usa,emp,total_degree_holder,NA,all,92755068,count,2022___usa___emp___total_degree_holder,,
2022,usa,emp,total_degree_holder,NA,black,8938595,count,2022___usa___emp___total_degree_holder,,
2022,usa,emp,total_degree_holder,NA,hispanic,7991992,count,2022___usa___emp___total_degree_holder,,
2022,usa,emp,total_degree_holder,NA,white,67265010,count,2022___usa___emp___total_degree_holder,,
2022,usa,emp,total_degree_holder,NA,asian,8559471,count,2022___usa___emp___total_degree_holder,,
2022,usa,hs_grads,total_grad,NA,all,3189180,count,2022___usa___hs_grads___popul,,
2022,usa,hs_grads,total_grad,NA,black,441620,count,2022___usa___hs_grads___popul,,
2022,usa,hs_grads,total_grad,NA,hispanic,885500,count,2022___usa___hs_grads___popul,,
2022,usa,hs_grads,total_grad,NA,white,1650010,count,2022___usa___hs_grads___popul,,
2022,usa,hs_grads,total_grad,NA,asian,212050,count,2022___usa___hs_grads___popul,,
